-0.735562, -0.684055, 2.058215, 0.716328, -0.011393, 0.805396, 1.497982, 0.114752, 0.692847, 0.052377, 0.024625, 0.429205, 0.576029, 0.400389, 0.519513, 0.509497, 1.303073, -0.055956, 0.001966, 2.255016, 0.332082, -0.051894, 0.376492, 1.169377, -0.733187, 0.672438, 0.979776, 0.390647, -0.519658, -0.675643, 0.292994, 0.349806, -0.058874, -0.521205, 1.658281, 1.254224, 2.535289, 0.53778, 0.19026, -0.156088, 0.707729, -1.073155, -0.428863, -0.663483, -0.304159, -0.203572, -0.200971, 1.212091, 1.193691, 0.609952, -0.296156, 2.301748, 2.547275, 1.485531, -0.179182, 0.112038, 0.983122, 0.788367, -0.805626, 0.166616, -0.178325, -0.065059, -0.724247, -1.020687, -0.75138, -0.385005, -0.012326, -0.392197, 9.03, 38.74
0.570272, 0.273157, -0.279214, 0.083456, 1.049331, -0.869295, -0.265858, -0.401676, -0.872639, 1.147483, -0.287746, 1.824638, -0.861848, -0.229361, -0.966604, 0.278767, 0.060231, 0.035642, -0.044704, -0.718237, -0.733049, -1.136788, -1.301985, -0.312192, -0.671557, -0.57933, -0.772117, -0.371718, -0.48382, 0.068485, 0.682731, 0.867177, 0.769446, 1.226698, 0.557925, 0.175588, -0.324638, -0.089385, -0.186612, -0.415299, 1.094179, 0.298009, -0.479234, 0.239411, -0.388596, -0.013394, 0.517086, 0.120622, 0.31707, 0.287059, 0.607333, 0.984157, 0.279686, -0.784654, -0.078594, -0.250279, -1.169305, -0.052781, -0.180181, -0.500785, -0.919463, -0.667912, -0.820172, -0.190488, 0.306974, 0.119658, 0.271838, 1.289783, 34.03, -6.85
-0.50384, -0.63308, -0.142764, -0.065937, 0.259608, 0.338967, -0.196791, 1.638602, 0.93385, 0.415837, 1.030814, 0.066638, 0.110161, -0.33842, 0.25071, -0.393713, -0.464238, 0.204039, -0.070484, 0.724351, -0.287228, -0.060067, -0.014404, 0.306607, -0.074772, 0.058382, -0.234756, -0.36806, 0.106773, 0.030839, -0.355673, -0.19157, -0.707671, -0.602817, 0.562453, 0.416244, 0.431276, -0.01092, 0.670835, 0.520563, 0.455719, -0.256288, 0.379334, -0.610514, -0.405134, 0.210483, -0.30205, -0.584585, -0.474667, -0.446593, -0.8445, 1.729984, 1.262536, 1.61191, -0.19997, -0.519394, 0.322186, 0.257511, 0.398013, -0.297578, -0.435378, -0.315558, 0.329131, -0.136452, -0.123053, -0.392567, -0.636443, -0.426214, 14.66, -17.41
2.834796, 2.245864, 1.170607, -0.246254, -1.352507, -2.369317, 2.48075, -0.391462, -0.133333, -0.363592, -0.305596, -1.594865, -0.134674, 0.373479, 1.029952, 1.023386, 1.462987, 1.68197, 1.539295, 0.661773, -0.404155, -0.307166, 0.554804, 1.165859, 0.278173, 0.213137, 1.014698, 2.121636, 1.237162, 0.045092, -0.292814, -0.17709, 0.022118, 0.353721, 3.567926, 1.559539, 0.439985, -0.054076, 0.312897, 3.887376, 0.975458, 1.427704, -0.015619, 3.699058, 3.354002, 0.589308, 0.350348, -0.432713, 0.251023, 0.969021, 0.057635, 0.438852, -0.918097, 0.200529, -0.223106, -0.735946, 0.8288, 1.033002, -0.045136, -0.166688, 0.415406, 1.356588, 0.359803, -0.638684, -0.014176, -0.067999, -0.348222, -0.24027, 41.26, 69.21
0.166401, -0.092392, -0.168411, 0.528951, 0.938844, -0.666654, 0.162325, 0.48118, 0.216269, 0.383661, 0.415766, 0.082902, -0.306643, -0.521139, -0.458459, -0.284271, -0.621623, 0.464581, 0.354073, 0.595112, -0.11034, 0.530374, -0.500604, 1.058951, -0.129792, -0.231145, -0.357787, -0.260211, -0.002969, 0.258025, -0.083526, -0.46414, -0.151682, -0.145981, 0.931976, 0.62007, -0.472399, -0.057439, -0.445602, -0.746246, -0.831348, -0.946463, -0.98324, -0.652648, -0.868869, -0.549396, -0.848974, -0.431176, -0.68684, -0.439471, -0.674172, 1.574401, 1.669462, 0.812236, -0.352529, 0.337509, -1.262749, 0.16633, -1.082827, -1.044221, -1.275752, -0.995681, -0.710491, -1.115228, -1.024564, -0.68566, -0.516244, -0.751553, 41.9, 12.48
1.408058, 1.221156, 0.51058, -2.147835, 1.025566, -1.602165, -1.412918, 0.032037, 0.21879, -0.16964, -1.729427, 0.975385, -2.68964, 0.047101, -1.70757, -2.653819, 0.024189, -0.684657, -0.887297, -0.739264, -0.766631, -1.314055, -1.988273, -1.290292, -2.585651, -2.478489, -0.407715, -2.67485, -1.373013, -0.499953, 1.513488, -0.057343, 0.243808, -0.083892, 0.126053, -0.93937, 0.912236, 1.080314, 2.180155, -1.392069, 0.872749, -1.419567, -0.707608, 0.793565, -0.142422, 0.13557, 1.375151, 1.878511, 0.607254, 1.265709, 0.705976, -0.645599, -1.590751, -0.483777, -0.197288, -0.136478, -0.664819, 0.207475, -1.20345, -0.402376, 2.831832, 0.395397, 0.447366, 0.580725, 3.42776, 1.088179, 1.558166, 0.962016, 52.5, -0.12
-0.297982, 0.007223, -0.29322, -0.321797, 0.570778, 0.200308, 0.309072, -0.96686, -0.765954, 0.282643, -0.480574, 0.550611, -0.643941, 0.223954, -0.650946, -0.523167, -1.020654, -0.342808, -0.167989, -0.211913, 0.364305, 1.423632, 0.913199, 0.379544, 0.734644, 0.357251, -0.534674, -0.294651, -0.470594, -0.326516, -0.579515, -0.422606, -0.207812, 0.928541, -0.303374, 0.629865, 0.179917, 0.08408, 1.061294, 1.636774, -0.079199, 0.173546, 1.047377, -0.390216, 0.041524, -0.242853, 0.217772, -0.173377, -0.283178, 0.007334, 0.901909, -0.584879, 0.057464, 0.453504, 0.161477, -0.286002, 0.68163, 0.099115, 0.785847, 0.483962, 0.275738, 0.708311, -0.149901, -0.302118, 0.143451, 0.051309, 0.403782, 2.141192, 44.41, 26.1
-0.259215, -0.016307, -0.469867, -1.164638, 0.355255, -0.305824, -0.414179, 0.476125, -0.313978, -0.231573, -1.457465, -0.709127, -0.427116, -1.76241, -1.290911, -0.529342, -0.56163, -0.552741, -0.364389, -0.756974, -0.589608, -0.417023, -1.135847, -0.732902, -0.610322, -0.738172, -0.024776, -0.846625, -0.286634, -0.290173, 0.639327, 0.365651, 0.592047, 0.49505, -0.442978, 0.586099, 0.205627, -0.729722, 0.503166, 0.093178, -0.271616, 0.086896, -0.558365, -0.350713, -0.722, -0.337902, -0.556144, 0.3077, 0.831215, 0.460309, 1.478971, -0.529967, 0.115322, -0.595941, 0.187294, 0.710135, -0.825881, -0.573637, -0.359577, -0.487349, 1.25811, -0.363974, -0.211768, -0.391673, 0.198726, 1.354098, 0.166626, 1.35591, 44.41, 26.1
0.423201, -0.021046, 0.039721, -0.176358, 0.461363, -0.910318, 0.045498, -0.207033, 0.20416, 0.855065, -0.94873, 0.057739, -1.239894, -2.553978, 0.385915, -0.119612, 1.392977, -0.106018, -0.337402, -0.457669, -0.445896, 0.654793, -0.230594, -0.534771, -0.079596, -0.082245, 0.080981, 0.266623, 0.590584, 0.466102, 0.754884, 0.75722, 2.552448, 2.305454, -0.111721, -0.950552, 0.190495, 0.399904, 2.929461, 0.582119, -0.973168, -0.470246, -0.503804, -0.329601, -2.3E-4, 0.008369, 1.056889, 1.211418, 0.804263, 0.936865, 2.041143, -0.702212, -1.701551, -0.36505, 0.023671, 3.220879, 0.325672, -0.671405, -0.589838, 0.585605, 0.021848, 0.766841, 0.013443, 0.261531, 0.199648, 1.073681, 0.952872, 1.348816, 44.41, 26.1
-0.162056, 0.055434, 0.261841, -0.9301, 0.135137, -0.652575, -0.511935, -0.6007, 0.111859, 0.310616, 0.277425, -0.013952, 0.888363, -0.057846, 0.620991, -0.285095, 1.204538, -0.36717, -0.176382, 0.736991, -0.271456, -0.806174, -0.748163, -1.30907, -1.033618, -1.172366, -0.677778, -0.797449, 0.362531, 0.789597, 0.422352, 0.020164, -0.115945, 0.035067, 0.053527, 0.791624, 0.382542, -0.272939, 0.755092, 1.258332, -0.586692, -0.206672, 0.055266, 1.869674, 0.533165, 1.515005, 2.208237, 2.392891, 0.285096, 1.328766, 2.1028, -0.543461, 0.009268, 1.9289, 0.031718, 0.085713, 0.167037, -0.781916, -0.47317, -0.479444, -0.28166, 0.002011, 2.459978, 2.899313, 3.06001, 1.210535, 1.168686, 0.68652, 44.41, 26.1
